station,window_months,window_start_month,window_end_month,rolling_mean_cfs,partial_months_in_window,unusable_months_in_window
Comal Springs,9,1936-01-01,1936-09-01,361.0468174514893,0,0
Comal Springs,9,1936-02-01,1936-10-01,359.9751328636757,0,0
Comal Springs,9,1936-03-01,1936-11-01,359.06427718040624,0,0
Comal Springs,9,1936-04-01,1936-12-01,358.7847072879331,0,0
Comal Springs,9,1936-05-01,1937-01-01,360.4101553166069,0,0
Comal Springs,9,1936-06-01,1937-02-01,361.61138419525514,0,0
Comal Springs,9,1936-07-01,1937-03-01,358.9399385560676,0,0
Comal Springs,9,1936-08-01,1937-04-01,359.9364738009899,0,0
Comal Springs,9,1936-09-01,1937-05-01,360.6963304318143,0,0
Comal Springs,9,1936-10-01,1937-06-01,362.2778119132958,0,0
Comal Springs,9,1936-11-01,1937-07-01,361.6362348523639,0,0
Comal Springs,9,1936-12-01,1937-08-01,359.3898788189111,0,0
Comal Springs,9,1937-01-01,1937-09-01,357.526437958696,0,0
Comal Springs,9,1937-02-01,1937-10-01,354.3149684246458,0,0
Comal Springs,9,1937-03-01,1937-11-01,350.2837514934289,0,0
Comal Springs,9,1937-04-01,1937-12-01,345.84647550776583,0,0
Comal Springs,9,1937-05-01,1938-01-01,340.3338112305854,0,0
Comal Springs,9,1937-06-01,1938-02-01,336.40011947431304,0,0
Comal Springs,9,1937-07-01,1938-03-01,330.9499402628435,0,0
Comal Springs,9,1937-08-01,1938-04-01,329.1664277180406,0,0
Comal Springs,9,1937-09-01,1938-05-01,332.0553166069295,0,0
Comal Springs,9,1937-10-01,1938-06-01,335.19605734767026,0,0
Comal Springs,9,1937-11-01,1938-07-01,338.963082437276,0,0
Comal Springs,9,1937-12-01,1938-08-01,341.95077658303467,0,0
Comal Springs,9,1938-01-01,1938-09-01,345.0706093189964,0,0
Comal Springs,9,1938-02-01,1938-10-01,346.5795698924731,0,0
Comal Springs,9,1938-03-01,1938-11-01,347.52771804062127,0,0
Comal Springs,9,1938-04-01,1938-12-01,347.620908004779,0,0
Comal Springs,9,1938-05-01,1939-01-01,345.3363201911589,0,0
Comal Springs,9,1938-06-01,1939-02-01,341.04087728281274,0,0
Comal Springs,9,1938-07-01,1939-03-01,335.95712578938384,0,0
Comal Springs,9,1938-08-01,1939-04-01,331.7427888718211,0,0
Comal Springs,9,1938-09-01,1939-05-01,327.5599931728964,0,0
Comal Springs,9,1938-10-01,1939-06-01,322.22665983956307,0,0
Comal Springs,9,1938-11-01,1939-07-01,314.20873869260964,0,0
Comal Springs,9,1938-12-01,1939-08-01,308.67098480969446,0,0
Comal Springs,9,1939-01-01,1939-09-01,306.0353814644137,0,0
Comal Springs,9,1939-02-01,1939-10-01,302.0246287762417,0,0
Comal Springs,9,1939-03-01,1939-11-01,296.11087216248507,0,0
Comal Springs,9,1939-04-01,1939-12-01,292.31517323775387,0,0
Comal Springs,9,1939-05-01,1940-01-01,288.9237753882915,0,0
Comal Springs,9,1939-06-01,1940-02-01,287.07072879330946,0,0
Comal Springs,9,1939-07-01,1940-03-01,285.02258064516127,0,0
Comal Springs,9,1939-08-01,1940-04-01,286.01457586618875,0,0
Comal Springs,9,1939-09-01,1940-05-01,283.1794504181601,0,0
Comal Springs,9,1939-10-01,1940-06-01,279.7868578255675,0,0
Comal Springs,9,1939-11-01,1940-07-01,279.47502986857825,0,0
Comal Springs,9,1939-12-01,1940-08-01,279.51935483870966,0,0
Comal Springs,9,1940-01-01,1940-09-01,278.421027479092,0,0
Comal Springs,9,1940-02-01,1940-10-01,276.98016726403824,0,0
Comal Springs,9,1940-03-01,1940-11-01,275.120908004779,0,0
Comal Springs,9,1940-04-01,1940-12-01,275.5080047789725,0,0
Comal Springs,9,1940-05-01,1941-01-01,277.84934289127835,0,0
Comal Springs,9,1940-06-01,1941-02-01,283.06772486772485,0,0
Comal Springs,9,1940-07-01,1941-03-01,288.16043693463047,0,0
Comal Springs,9,1940-08-01,1941-04-01,294.06390168970813,0,0
Comal Springs,9,1940-09-01,1941-05-01,306.5836149513569,0,0
Comal Springs,9,1940-10-01,1941-06-01,317.5206519883939,0,0
Comal Springs,9,1940-11-01,1941-07-01,327.02244410308924,0,0
Comal Springs,9,1940-12-01,1941-08-01,336.9032087386926,0,0
Comal Springs,9,1941-01-01,1941-09-01,342.70870455709166,0,0
Comal Springs,9,1941-02-01,1941-10-01,348.95601638504866,0,0
Comal Springs,9,1941-03-01,1941-11-01,352.5327359617682,0,0
Comal Springs,9,1941-04-01,1941-12-01,353.9162485065711,0,0
Comal Springs,9,1941-05-01,1942-01-01,354.02353643966546,0,0
Comal Springs,9,1941-06-01,1942-02-01,347.82166752005463,0,0
Comal Springs,9,1941-07-01,1942-03-01,343.4704130397679,0,0
Comal Springs,9,1941-08-01,1942-04-01,341.334212322922,0,0
Comal Springs,9,1941-09-01,1942-05-01,336.1370797064346,0,0
Comal Springs,9,1941-10-01,1942-06-01,333.4963389656938,0,0
Comal Springs,9,1941-11-01,1942-07-01,330.41031746031746,0,0
Comal Springs,9,1941-12-01,1942-08-01,327.8087642942482,0,0
Comal Springs,9,1942-01-01,1942-09-01,330.1436507936508,0,0
Comal Springs,9,1942-02-01,1942-10-01,335.61318484383,0,0
Comal Springs,9,1942-03-01,1942-11-01,343.7806451612903,0,0
Comal Springs,9,1942-04-01,1942-12-01,352.76989247311826,0,0
Comal Springs,9,1942-05-01,1943-01-01,360.4974910394265,0,0
Comal Springs,9,1942-06-01,1943-02-01,368.97073732718894,0,0
Comal Springs,9,1942-07-01,1943-03-01,375.1751578767708,0,0
Comal Springs,9,1942-08-01,1943-04-01,378.51327018262504,0,0
Comal Springs,9,1942-09-01,1943-05-01,380.1010838026967,0,0
Comal Springs,9,1942-10-01,1943-06-01,376.9158986175115,0,0
Comal Springs,9,1942-11-01,1943-07-01,370.2420634920635,0,0
Comal Springs,9,1942-12-01,1943-08-01,360.3589093701997,0,0
Comal Springs,9,1943-01-01,1943-09-01,349.84684246458437,0,0
Comal Springs,9,1943-02-01,1943-10-01,338.5851937190647,0,0
Comal Springs,9,1943-03-01,1943-11-01,330.4135005973716,0,0
Comal Springs,9,1943-04-01,1943-12-01,323.7898446833931,0,0
Comal Springs,9,1943-05-01,1944-01-01,321.25459976105134,0,0
Comal Springs,9,1943-06-01,1944-02-01,321.3443290899353,0,0
Comal Springs,9,1943-07-01,1944-03-01,324.8146994603057,0,0
Comal Springs,9,1943-08-01,1944-04-01,330.87467556544306,0,0
Comal Springs,9,1943-09-01,1944-05-01,338.0037078235076,0,0
Comal Springs,9,1943-10-01,1944-06-01,344.1814856012854,0,0
Comal Springs,9,1943-11-01,1944-07-01,349.5327400815721,0,0
Comal Springs,9,1943-12-01,1944-08-01,350.81183207679317,0,0
Comal Springs,9,1944-01-01,1944-09-01,352.9088452189676,0,0
Comal Springs,9,1944-02-01,1944-10-01,352.04146170642275,0,0
Comal Springs,9,1944-03-01,1944-11-01,349.72843488649943,0,0
Comal Springs,9,1944-04-01,1944-12-01,346.5599761051374,0,0
Comal Springs,9,1944-05-01,1945-01-01,342.4139784946237,0,0
Comal Springs,9,1944-06-01,1945-02-01,342.2823860727087,0,0
Comal Springs,9,1944-07-01,1945-03-01,342.93208738692607,0,0
Comal Springs,9,1944-08-01,1945-04-01,348.55562382659156,0,0
Comal Springs,9,1944-09-01,1945-05-01,358.2330431814303,0,0
Comal Springs,9,1944-10-01,1945-06-01,362.7923024406895,0,0
Comal Springs,9,1944-11-01,1945-07-01,365.1650622973204,0,0
Comal Springs,9,1944-12-01,1945-08-01,368.2915855948114,0,0
Comal Springs,9,1945-01-01,1945-09-01,368.8304147465438,0,0
Comal Springs,9,1945-02-01,1945-10-01,367.6583717357911,0,0
Comal Springs,9,1945-03-01,1945-11-01,362.2551971326165,0,0
Comal Springs,9,1945-04-01,1945-12-01,357.01863799283154,0,0
Comal Springs,9,1945-05-01,1946-01-01,348.0115890083632,0,0
Comal Springs,9,1945-06-01,1946-02-01,336.71089776412356,0,0
Comal Springs,9,1945-07-01,1946-03-01,332.6890339648404,0,0
Comal Springs,9,1945-08-01,1946-04-01,330.87445809865164,0,0
Comal Springs,9,1945-09-01,1946-05-01,331.3511606076122,0,0
Comal Springs,9,1945-10-01,1946-06-01,334.8215309779826,0,0
Comal Springs,9,1945-11-01,1946-07-01,339.29464925755246,0,0
Comal Springs,9,1945-12-01,1946-08-01,342.17708653353816,0,0
Comal Springs,9,1946-01-01,1946-09-01,345.83801843317974,0,0
Comal Springs,9,1946-02-01,1946-10-01,353.5154377880184,0,0
Comal Springs,9,1946-03-01,1946-11-01,363.2929510155317,0,0
Comal Springs,9,1946-04-01,1946-12-01,370.14241338112305,0,0
Comal Springs,9,1946-05-01,1947-01-01,379.2795698924731,0,0
Comal Springs,9,1946-06-01,1947-02-01,386.15809011776753,0,0
Comal Springs,9,1946-07-01,1947-03-01,390.607671957672,0,0
Comal Springs,9,1946-08-01,1947-04-01,392.7674091141833,0,0
Comal Springs,9,1946-09-01,1947-05-01,393.83192524321555,0,0
Comal Springs,9,1946-10-01,1947-06-01,391.17636968766,0,0
Comal Springs,9,1946-11-01,1947-07-01,383.9899897593446,0,0
Comal Springs,9,1946-12-01,1947-08-01,375.41639358252263,0,0
Comal Springs,9,1947-01-01,1947-09-01,366.6036098310292,0,0
Comal Springs,9,1947-02-01,1947-10-01,355.49966717869944,0,0
Comal Springs,9,1947-03-01,1947-11-01,344.6142174432497,0,0
Comal Springs,9,1947-04-01,1947-12-01,333.86869772998807,0,0
Comal Springs,9,1947-05-01,1948-01-01,323.9885304659498,0,0
Comal Springs,9,1947-06-01,1948-02-01,317.55422073909284,0,0
Comal Springs,9,1947-07-01,1948-03-01,312.2477691261896,0,0
Comal Springs,9,1947-08-01,1948-04-01,308.5748897952457,0,0
Comal Springs,9,1947-09-01,1948-05-01,304.313241049726,0,0
Comal Springs,9,1947-10-01,1948-06-01,299.6613891978742,0,0
Comal Springs,9,1947-11-01,1948-07-01,294.55386231615375,0,0
Comal Springs,9,1947-12-01,1948-08-01,288.70774523132695,0,0
Comal Springs,9,1948-01-01,1948-09-01,283.0629423639435,0,0
Comal Springs,9,1948-02-01,1948-10-01,277.79770938903306,0,0
Comal Springs,9,1948-03-01,1948-11-01,272.499880525687,0,0
Comal Springs,9,1948-04-01,1948-12-01,267.9873357228196,0,0
Comal Springs,9,1948-05-01,1949-01-01,263.9111111111111,0,0
Comal Springs,9,1948-06-01,1949-02-01,259.4093189964158,0,0
Comal Springs,9,1948-07-01,1949-03-01,258.694743130227,0,0
Comal Springs,9,1948-08-01,1949-04-01,260.77646356033455,0,0
Comal Springs,9,1948-09-01,1949-05-01,267.01660692951015,0,0
Comal Springs,9,1948-10-01,1949-06-01,273.3277180406213,0,0
Comal Springs,9,1948-11-01,1949-07-01,279.31696535244924,0,0
Comal Springs,9,1948-12-01,1949-08-01,284.3035842293907,0,0
Comal Springs,9,1949-01-01,1949-09-01,287.789247311828,0,0
Comal Springs,9,1949-02-01,1949-10-01,290.3340501792115,0,0
Comal Springs,9,1949-03-01,1949-11-01,294.5044205495818,0,0
Comal Springs,9,1949-04-01,1949-12-01,295.98112305854244,0,0
Comal Springs,9,1949-05-01,1950-01-01,295.85639187574674,0,0
Comal Springs,9,1949-06-01,1950-02-01,292.78432326335553,0,0
Comal Springs,9,1949-07-01,1950-03-01,288.802602833248,0,0
Comal Springs,9,1949-08-01,1950-04-01,284.65505205666494,0,0
Comal Springs,9,1949-09-01,1950-05-01,280.6048728451954,0,0
Comal Springs,9,1949-10-01,1950-06-01,278.29005803038064,0,0
Comal Springs,9,1949-11-01,1950-07-01,275.3294845536781,0,0
Comal Springs,9,1949-12-01,1950-08-01,271.32757296466974,0,0
Comal Springs,9,1950-01-01,1950-09-01,267.20248335893496,0,0
Comal Springs,9,1950-02-01,1950-10-01,263.3960317460317,0,0
Comal Springs,9,1950-03-01,1950-11-01,258.4185185185185,0,0
Comal Springs,9,1950-04-01,1950-12-01,253.55830346475508,0,0
Comal Springs,9,1950-05-01,1951-01-01,248.79545997610515,0,0
Comal Springs,9,1950-06-01,1951-02-01,243.78150708311998,0,0
Comal Springs,9,1950-07-01,1951-03-01,238.7862860556409,0,0
Comal Springs,9,1950-08-01,1951-04-01,234.43383683222393,0,0
Comal Springs,9,1950-09-01,1951-05-01,231.05390851681173,0,0
Comal Springs,9,1950-10-01,1951-06-01,227.17242703533026,0,0
Comal Springs,9,1950-11-01,1951-07-01,220.34805427547363,0,0
Comal Springs,9,1950-12-01,1951-08-01,213.46573647380097,0,0
Comal Springs,9,1951-01-01,1951-09-01,207.07804232804233,0,0
Comal Springs,9,1951-02-01,1951-10-01,201.7948882061785,0,0
Comal Springs,9,1951-03-01,1951-11-01,198.16869772998805,0,0
Comal Springs,9,1951-04-01,1951-12-01,195.94647550776583,0,0
Comal Springs,9,1951-05-01,1952-01-01,193.26666666666668,0,0
Comal Springs,9,1951-06-01,1952-02-01,189.55093313558274,0,0
Comal Springs,9,1951-07-01,1952-03-01,185.89083755613234,0,0
Comal Springs,9,1951-08-01,1952-04-01,185.4686153339101,0,0
Comal Springs,9,1951-09-01,1952-05-01,185.70517447369505,0,0
Comal Springs,9,1951-10-01,1952-06-01,185.6385078070284,0,0
Comal Springs,9,1951-11-01,1952-07-01,183.09370493964488,0,0
Comal Springs,9,1951-12-01,1952-08-01,176.43635726939397,0,0
Comal Springs,9,1952-01-01,1952-09-01,173.1389857042805,0,0
Comal Springs,9,1952-02-01,1952-10-01,173.3074444856425,0,0
Comal Springs,9,1952-03-01,1952-11-01,175.2457586618877,0,0
Comal Springs,9,1952-04-01,1952-12-01,180.19557945041817,0,0
Comal Springs,9,1952-05-01,1953-01-01,185.2916367980884,0,0
Comal Springs,9,1952-06-01,1953-02-01,190.4188769414576,0,0
Comal Springs,9,1952-07-01,1953-03-01,195.05603345280764,0,0
Comal Springs,9,1952-08-01,1953-04-01,200.38757467144563,0,0
Comal Springs,9,1952-09-01,1953-05-01,208.1904420549582,0,0
Comal Springs,9,1952-10-01,1953-06-01,208.43118279569893,0,0
Comal Springs,9,1952-11-01,1953-07-01,202.8111111111111,0,0
Comal Springs,9,1952-12-01,1953-08-01,194.55985663082438,0,0
Comal Springs,9,1953-01-01,1953-09-01,190.07753882915173,0,0
Comal Springs,9,1953-02-01,1953-10-01,186.13847072879332,0,0
Comal Springs,9,1953-03-01,1953-11-01,183.69772998805257,0,0
Comal Springs,9,1953-04-01,1953-12-01,180.45400238948625,0,0
Comal Springs,9,1953-05-01,1954-01-01,180.18697729988054,0,0
Comal Springs,9,1953-06-01,1954-02-01,180.47320361836492,0,0
Comal Springs,9,1953-07-01,1954-03-01,180.22875917392045,0,0
Comal Springs,9,1953-08-01,1954-04-01,180.76388462194913,0,0
Comal Springs,9,1953-09-01,1954-05-01,183.43413551800649,0,0
Comal Springs,9,1953-10-01,1954-06-01,176.40450588837686,0,0
Comal Springs,9,1953-11-01,1954-07-01,166.42959549411162,0,0
Comal Springs,9,1953-12-01,1954-08-01,152.9689025430961,0,0
Comal Springs,9,1954-01-01,1954-09-01,140.50510325994196,0,0
Comal Springs,9,1954-02-01,1954-10-01,129.68073050008533,0,0
Comal Springs,9,1954-03-01,1954-11-01,120.72676224611709,0,0
Comal Springs,9,1954-04-01,1954-12-01,115.97765830346475,0,0
Comal Springs,9,1954-05-01,1955-01-01,114.80095579450418,0,0
Comal Springs,9,1954-06-01,1955-02-01,114.12481652159072,0,0
Comal Springs,9,1954-07-01,1955-03-01,115.1062980030722,0,0
Comal Springs,9,1954-08-01,1955-04-01,115.15755248335893,0,0
Comal Springs,9,1954-09-01,1955-05-01,116.22923707117255,0,0
Comal Springs,9,1954-10-01,1955-06-01,117.34034818228366,0,0
Comal Springs,9,1954-11-01,1955-07-01,112.47296466973886,0,0
Comal Springs,9,1954-12-01,1955-08-01,104.49912954429084,0,0
Comal Springs,9,1955-01-01,1955-09-01,96.15934459805428,0,0
Comal Springs,9,1955-02-01,1955-10-01,87.48909370199692,0,0
Comal Springs,9,1955-03-01,1955-11-01,79.61660692951016,0,0
Comal Springs,9,1955-04-01,1955-12-01,75.30836320191159,0,0
Comal Springs,9,1955-05-01,1956-01-01,73.71589008363202,0,0
Comal Springs,9,1955-06-01,1956-02-01,73.75445144811107,0,0
Comal Springs,9,1955-07-01,1956-03-01,71.71287438717917,0,0
Comal Springs,9,1955-08-01,1956-04-01,69.11239648992708,0,0
Comal Springs,9,1955-09-01,1956-05-01,66.42780867630701,0,0
Comal Springs,9,1955-10-01,1956-06-01,60.816697565195895,0,0
Comal Springs,9,1955-11-01,1956-07-01,54.29698430354715,0,0
Comal Springs,9,1955-12-01,1956-08-01,46.304391710954555,0,0
Comal Springs,9,1956-01-01,1956-09-01,36.27930210521979,0,0
Comal Springs,9,1956-02-01,1956-10-01,26.17177522349936,0,0
Comal Springs,9,1956-03-01,1956-11-01,18.185185185185183,0,0
Comal Springs,9,1956-04-01,1956-12-01,14.446833930704898,0,0
Comal Springs,9,1956-05-01,1957-01-01,15.524014336917563,0,0
Comal Springs,9,1956-06-01,1957-02-01,17.945929339477726,0,0
Comal Springs,9,1956-07-01,1957-03-01,24.80005120327701,0,0
Comal Springs,9,1956-08-01,1957-04-01,36.333384536610346,0,0
Comal Springs,9,1956-09-01,1957-05-01,56.738402457757296,0,0
Comal Springs,9,1956-10-01,1957-06-01,83.14580986516471,0,0
Comal Springs,9,1956-11-01,1957-07-01,100.57233316265574,0,0
Comal Springs,9,1956-12-01,1957-08-01,108.39849803720772,0,0
Comal Springs,9,1957-01-01,1957-09-01,117.88953746373102,0,0
Comal Springs,9,1957-02-01,1957-10-01,133.78201058201057,0,0
Comal Springs,9,1957-03-01,1957-11-01,154.4814814814815,0,0
Comal Springs,9,1957-04-01,1957-12-01,175.23775388291517,0,0
Comal Springs,9,1957-05-01,1958-01-01,194.40692951015532,0,0
Comal Springs,9,1957-06-01,1958-02-01,208.152705239802,0,0
Comal Springs,9,1957-07-01,1958-03-01,219.34386414063832,0,0
Comal Springs,9,1957-08-01,1958-04-01,239.5284519542584,0,0
Comal Springs,9,1957-09-01,1958-05-01,267.66823690049495,0,0
Comal Springs,9,1957-10-01,1958-06-01,288.87194060419864,0,0
Comal Springs,9,1957-11-01,1958-07-01,300.80384024577575,0,0
Comal Springs,9,1957-12-01,1958-08-01,303.9727769243898,0,0
Comal Springs,9,1958-01-01,1958-09-01,307.1586789554531,0,0
Comal Springs,9,1958-02-01,1958-10-01,312.67122375832054,0,0
Comal Springs,9,1958-03-01,1958-11-01,315.6204301075269,0,0
Comal Springs,9,1958-04-01,1958-12-01,315.6204301075269,0,0
Comal Springs,9,1958-05-01,1959-01-01,315.2136200716846,0,0
Comal Springs,9,1958-06-01,1959-02-01,314.36671786994367,0,0
Comal Springs,9,1958-07-01,1959-03-01,316.90494965011095,0,0
Comal Springs,9,1958-08-01,1959-04-01,319.9515446321898,0,0
Comal Springs,9,1958-09-01,1959-05-01,326.39598907663424,0,0
Comal Springs,9,1958-10-01,1959-06-01,328.4663594470046,0,0
Comal Springs,9,1958-11-01,1959-07-01,325.7136712749616,0,0
Comal Springs,9,1958-12-01,1959-08-01,320.69252432155656,0,0
Comal Springs,9,1959-01-01,1959-09-01,314.9309950503499,0,0
Comal Springs,9,1959-02-01,1959-10-01,311.52239289981225,0,0
Comal Springs,9,1959-03-01,1959-11-01,308.3663082437276,0,0
Comal Springs,9,1959-04-01,1959-12-01,306.27311827956987,0,0
Comal Springs,9,1959-05-01,1960-01-01,305.7964157706093,0,0
Comal Springs,9,1959-06-01,1960-02-01,306.23616363861083,0,0
Comal Springs,9,1959-07-01,1960-03-01,309.10892349524164,0,0
Comal Springs,9,1959-08-01,1960-04-01,311.4169282742142,0,0
Comal Springs,9,1959-09-01,1960-05-01,314.5172866971532,0,0
Comal Springs,9,1959-10-01,1960-06-01,314.695064474931,0,0
Comal Springs,9,1959-11-01,1960-07-01,313.85635479751164,0,0
Comal Springs,9,1959-12-01,1960-08-01,312.4829975693157,0,0
Comal Springs,9,1960-01-01,1960-09-01,310.6342520496024,0,0
Comal Springs,9,1960-02-01,1960-10-01,309.14321262307914,0,0
Comal Springs,9,1960-03-01,1960-11-01,311.21600955794503,0,0
Comal Springs,9,1960-04-01,1960-12-01,314.55292712066904,0,0
Comal Springs,9,1960-05-01,1961-01-01,318.8793309438471,0,0
Comal Springs,9,1960-06-01,1961-02-01,324.45408772828125,0,0
Comal Springs,9,1960-07-01,1961-03-01,332.77977470558113,0,0
Comal Springs,9,1960-08-01,1961-04-01,338.1005632360471,0,0
Comal Springs,9,1960-09-01,1961-05-01,340.71705069124425,0,0
Comal Springs,9,1960-10-01,1961-06-01,342.2318655060591,0,0
Comal Springs,9,1960-11-01,1961-07-01,343.83043181430276,0,0
Comal Springs,9,1960-12-01,1961-08-01,341.1852705239802,0,0
Comal Springs,9,1961-01-01,1961-09-01,336.3978153268476,0,0
Comal Springs,9,1961-02-01,1961-10-01,332.3763099505035,0,0
Comal Springs,9,1961-03-01,1961-11-01,328.43345280764635,0,0
Comal Springs,9,1961-04-01,1961-12-01,324.3868578255675,0,0
Comal Springs,9,1961-05-01,1962-01-01,322.01589008363203,0,0
Comal Springs,9,1961-06-01,1962-02-01,321.15900324287423,0,0
Comal Springs,9,1961-07-01,1962-03-01,320.08433179723505,0,0
Comal Springs,9,1961-08-01,1962-04-01,316.71647038743816,0,0
Comal Springs,9,1961-09-01,1962-05-01,312.7594811401263,0,0
Comal Springs,9,1961-10-01,1962-06-01,307.76318484383,0,0
Comal Springs,9,1961-11-01,1962-07-01,298.1287762416795,0,0
Comal Springs,9,1961-12-01,1962-08-01,283.5542242703533,0,0
Comal Springs,9,1962-01-01,1962-09-01,271.83809523809526,0,0
Comal Springs,9,1962-02-01,1962-10-01,261.8022529441884,0,0
Comal Springs,9,1962-03-01,1962-11-01,254.2715651135006,0,0
Comal Springs,9,1962-04-01,1962-12-01,250.09235364396653,0,0
Comal Springs,9,1962-05-01,1963-01-01,246.92974910394264,0,0
Comal Springs,9,1962-06-01,1963-02-01,244.53983614951358,0,0
Comal Springs,9,1962-07-01,1963-03-01,243.91856972179554,0,0
Comal Springs,9,1962-08-01,1963-04-01,244.84807987711213,0,0
Comal Springs,9,1962-09-01,1963-05-01,248.29610855094725,0,0
Comal Springs,9,1962-10-01,1963-06-01,245.76647892131763,0,0
Comal Springs,9,1962-11-01,1963-07-01,239.7342208568015,0,0
Comal Springs,9,1962-12-01,1963-08-01,227.79921488308585,0,0
Comal Springs,9,1963-01-01,1963-09-01,214.4716163167776,0,0
Comal Springs,9,1963-02-01,1963-10-01,203.43935825226148,0,0
Comal Springs,9,1963-03-01,1963-11-01,195.44994026284348,0,0
Comal Springs,9,1963-04-01,1963-12-01,189.1058542413381,0,0
Comal Springs,9,1963-05-01,1964-01-01,185.24802867383514,0,0
Comal Springs,9,1963-06-01,1964-02-01,185.06535656902733,0,0
Comal Springs,9,1963-07-01,1964-03-01,188.15699336711572,0,0
Comal Springs,9,1963-08-01,1964-04-01,192.09606146747416,0,0
Comal Springs,9,1963-09-01,1964-05-01,198.15340913772505,0,0
Comal Springs,9,1963-10-01,1964-06-01,203.0126683969843,0,0
Comal Springs,9,1963-11-01,1964-07-01,202.00191570881228,0,0
Comal Springs,9,1963-12-01,1964-08-01,194.710995756602,0,0
Comal Springs,9,1964-01-01,1964-09-01,187.6948667243439,0,0
Comal Springs,9,1964-02-01,1964-10-01,183.11780579244427,0,0
Comal Springs,9,1964-03-01,1964-11-01,180.04181600955795,0,0
Comal Springs,9,1964-04-01,1964-12-01,178.02031063321385,0,0
Comal Springs,9,1964-05-01,1965-01-01,177.62604540023895,0,0
Comal Springs,9,1964-06-01,1965-02-01,184.57804232804233,0,0
Comal Springs,9,1964-07-01,1965-03-01,193.39763611537805,0,0
Comal Springs,9,1964-08-01,1965-04-01,206.15510325994197,0,0
Comal Springs,9,1964-09-01,1965-05-01,225.7680064857484,0,0
Comal Springs,9,1964-10-01,1965-06-01,245.3568953746373,0,0
Comal Springs,9,1964-11-01,1965-07-01,255.7332394606588,0,0
Comal Springs,9,1964-12-01,1965-08-01,258.3969192694999,0,0
Comal Springs,9,1965-01-01,1965-09-01,258.1416026625704,0,0
Comal Springs,9,1965-02-01,1965-10-01,261.9516385048643,0,0
Comal Springs,9,1965-03-01,1965-11-01,262.94396654719236,0,0
Comal Springs,9,1965-04-01,1965-12-01,266.3740740740741,0,0
Comal Springs,9,1965-05-01,1966-01-01,269.9248506571087,0,0
Comal Springs,9,1965-06-01,1966-02-01,270.68752346816865,0,0
Comal Springs,9,1965-07-01,1966-03-01,269.3799965864482,0,0
Comal Springs,9,1965-08-01,1966-04-01,272.3237241850145,0,0
Comal Springs,9,1965-09-01,1966-05-01,280.56386755419015,0,0
Comal Springs,9,1965-10-01,1966-06-01,287.59720088752346,0,0
Comal Springs,9,1965-11-01,1966-07-01,286.69397508107187,0,0
Comal Springs,9,1965-12-01,1966-08-01,281.02922000341357,0,0
Comal Springs,9,1966-01-01,1966-09-01,274.32025942993687,0,0
Comal Springs,9,1966-02-01,1966-10-01,267.97617340843146,0,0
Comal Springs,9,1966-03-01,1966-11-01,260.6655913978495,0,0
Comal Springs,9,1966-04-01,1966-12-01,253.4505376344086,0,0
Comal Springs,9,1966-05-01,1967-01-01,248.3706093189964,0,0
Comal Springs,9,1966-06-01,1967-02-01,240.13609831029186,0,0
Comal Springs,9,1966-07-01,1967-03-01,233.55879842976617,0,0
Comal Springs,9,1966-08-01,1967-04-01,228.98329066393583,0,0
Comal Springs,9,1966-09-01,1967-05-01,222.9510325994197,0,0
Comal Springs,9,1966-10-01,1967-06-01,208.12140296979007,0,0
Comal Springs,9,1966-11-01,1967-07-01,190.021044546851,0,0
Comal Springs,9,1966-12-01,1967-08-01,171.64063833418672,0,0
Comal Springs,9,1967-01-01,1967-09-01,162.77803379416284,0,0
Comal Springs,9,1967-02-01,1967-10-01,159.52713773681515,0,0
Comal Springs,9,1967-03-01,1967-11-01,161.24671445639189,0,0
Comal Springs,9,1967-04-01,1967-12-01,166.07825567502988,0,0
Comal Springs,9,1967-05-01,1968-01-01,176.2415770609319,0,0
Comal Springs,9,1967-06-01,1968-02-01,197.074477814856,0,0
Comal Springs,9,1967-07-01,1968-03-01,224.0897705269229,0,0
Comal Springs,9,1967-08-01,1968-04-01,253.8871420920364,0,0
Comal Springs,9,1967-09-01,1968-05-01,284.4211922712479,0,0
Comal Springs,9,1967-10-01,1968-06-01,304.1248959749516,0,0
Comal Springs,9,1967-11-01,1968-07-01,315.5119927491451,0,0
Comal Springs,9,1967-12-01,1968-08-01,320.90147900959914,0,0
Comal Springs,9,1968-01-01,1968-09-01,324.85094137519053,0,0
Comal Springs,9,1968-02-01,1968-10-01,326.27388044329086,0,0
Comal Springs,9,1968-03-01,1968-11-01,320.56391875746715,0,0
Comal Springs,9,1968-04-01,1968-12-01,315.8327359617682,0,0
Comal Springs,9,1968-05-01,1969-01-01,310.40812425328556,0,0
Comal Springs,9,1968-06-01,1969-02-01,305.3269670592251,0,0
Comal Springs,9,1968-07-01,1969-03-01,303.320993343574,0,0
Comal Springs,9,1968-08-01,1969-04-01,303.2350913125107,0,0
Comal Springs,9,1968-09-01,1969-05-01,308.46806622290495,0,0
Comal Springs,9,1968-10-01,1969-06-01,310.88288103771976,0,0
Comal Springs,9,1968-11-01,1969-07-01,306.92230756101725,0,0
Comal Springs,9,1968-12-01,1969-08-01,298.4767878477556,0,0
Comal Springs,9,1969-01-01,1969-09-01,292.93341867212837,0,0
Comal Springs,9,1969-02-01,1969-10-01,288.78288103771973,0,0
Comal Springs,9,1969-03-01,1969-11-01,286.35483870967744,0,0
